Timestamp,Ambient,LED Group 625:625,LED Group 940:940,LED Group 525:525,Skin Temperature,Acceleration X,Acceleration Y,Acceleration Z
07.03.2018 15:11:27.369,,,,-3152477,,,,
07.03.2018 15:11:27.376,-3347577,,,,,,,
07.03.2018 15:11:27.384,,-3256846,,,,,,
07.03.2018 15:11:27.392,,,-3201160,,,,,
07.03.2018 15:11:27.399,,,,-3138281,,,,
07.03.2018 15:11:27.407,-3332864,,,,,,,
07.03.2018 15:11:27.414,,-3242071,,,,,,
07.03.2018 15:11:27.422,,,-3186722,,,,,
07.03.2018 15:11:27.429,,,,-3124544,,,,
07.03.2018 15:11:27.437,-3318687,,,,,,,
07.03.2018 15:11:27.444,,-3229421,,,,,,
07.03.2018 15:11:27.452,,,-3175495,,,,,
07.03.2018 15:11:27.459,,,,-3113322,,,,
07.03.2018 15:11:27.467,-3309092,,,,,,,
07.03.2018 15:11:27.474,,-3219951,,,,,,
07.03.2018 15:11:27.482,,,-3166959,,,,,
07.03.2018 15:11:27.489,,,,-3105934,,,,
07.03.2018 15:11:27.497,-3301146,,,,,,,
07.03.2018 15:11:27.504,,-3212662,,,,,,
07.03.2018 15:11:27.512,,,-3159224,,,,,
07.03.2018 15:11:27.519,,,,-3097159,,,,
07.03.2018 15:11:26.797,,,,,,-0.078125,0.3828125,-0.83984375
07.03.2018 15:11:26.817,,,,,,-0.1328125,0.40625,-0.9140625
07.03.2018 15:11:26.837,,,,,,-0.21875,0.30859375,-0.87109375
07.03.2018 15:11:26.857,,,,,,-0.25390625,0.2421875,-0.921875
07.03.2018 15:11:26.877,,,,,,-0.3515625,0.19921875,-0.8515625
07.03.2018 15:11:26.897,,,,,,-0.328125,0.2265625,-0.875
07.03.2018 15:11:29.003,,,,,25.4766,,,
07.03.2018 15:11:27.527,-3290825,,,,,,,
07.03.2018 15:11:27.534,,-3201363,,,,,,
07.03.2018 15:11:27.542,,,-3148558,,,,,
07.03.2018 15:11:27.549,,,,-3088076,,,,
